Sentences,BIO tags,Animated_NP
"– Ich muss ja einen wunden Punkt getroffen haben , wenn Sie , liebe Kollegen von der Union , sich so ereifern","['O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]"
"Klären Sie das mal mit Ihrem amtierenden Wirtschaftsminister , solange er noch Wirtschaftsminister ist","['O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0]"
"Aber ich sage auch : Ja , wir müssen zu Nord Stream 2 klare Bedingungen stellen – was wir auch getan haben","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Es darf nicht sein , dass durch die Ukraine künftig sozusagen kein Gas mehr geleitet wird","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wir haben auch in der deutsch-europäischen Initiative herausgestellt , dass wir bereit sind , die Ukraine bei der Modernisierung ihres Gasnetzes zu unterstützen","['B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Es liegt auch im Interesse der Bundesrepublik Deutschland , die Ukraine dort als Partner zu sehen","['B', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]"
"Ich möchte aber an dieser Stelle noch etwas deutlich machen : Es ist , glaube ich , keine drei Wochen her , dass hier in Berlin ein großes russisches Gassymposium stattfand","['B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Da gab es von Gazprom die Äußerung , wir sollten doch mal über Nord Stream 3 nachdenken","['O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Ich sage Ihnen für die SPD-Bundestagsfraktion ganz klar und deutlich : Das brauchen wir nicht,"['B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O']","[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"Wir sind , glaube ich , dann mit Gas gut versorgt","['B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Insofern können wir hier eine glasklare Absage in Richtung Russland und in Richtung Gazprom senden : Nord Stream 3 brauchen wir nicht , aber hinter Nord Stream 2 stehen wir","['O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'B']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
In diesem Sinne : Glück auf,"['O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
Alles Gute,"['B', 'I']","[0, 0]"
Ich danke Ihnen,"['B', 'O', 'B']","[1, 0, 0]"
"Vielen Dank , Timon Gremmels","['O', 'O', 'O', 'B', 'I']","[0, 0, 0, 1, 1]"
– Nächster Redner : Alexander Ulrich für die Fraktion Die Linke,"['B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I']","[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
Sehr geehrter Herr Präsident,"['B', 'I', 'I', 'I']","[1, 1, 1, 1]"
Werte Kolleginnen und Kollegen,"['B', 'O', 'O', 'B']","[0, 0, 0, 1]"
Wir haben hier wieder einmal einen wunderbaren Antrag der AfD zu behandeln,"['B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
Ich muss Ihnen sagen : Ihr Timing ist wirklich außerordentlich bemerkenswert,"['B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wir befinden uns gerade in einer Zeit , in der beim Bundesamt für Verfassungsschutz und beim BKA massiv die Stellen in der Rechtsextremismusprävention hochgefahren werden","['B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Erst vor Kurzem – Herr Baumann , hören Sie bitte zu ; Sie machen sich ja selber lächerlich – hat ein bekennender Rechtsextremist Walter Lübcke erschossen , und heute – machen Sie bitte Ihren Twitter-Account auf – hat Mike Mohring eine ähnliche Morddrohung erhalten – aus genau dem gleichen Lager","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Und Sie machen hier eine Debatte zur Antifa,"['O', 'B', 'O', 'O', 'B', 'I', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 1]"
"Ich möchte Ihnen etwas sagen : Es braucht nun wirklich keine AfD in diesem Haus , um uns zu erklären , wie man den Rechtsstaat schützt , insbesondere auch vor Linksextremisten und der Antifa","['B', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]"
– Hören Sie doch zu,"['O', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0]"
– Natürlich haben wir ein Problem mit der Antifa in unserem Land ; das stellt auch niemand infrage,"['O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O']","[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"– Was jetzt kommt , wird Ihnen gefallen","['O', 'B', 'O', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
Warten Sie doch einfach ab,"['O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
Sie geben mir nur mehr Redezeit,"['B', 'O', 'B', 'B', 'I', 'I']","[0, 0, 0, 0, 0, 0]"
Das Problem der Antifa ist auch bis hierher in unseren Deutschen Bundestag vorgedrungen ; denn Die Linke unterhält maßgeblich die Kontaktstelle Soziale Bewegungen,"['B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'B', 'I']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
"Auf ihrer Homepage sagt sie selbst , dass sie mit dieser Kontaktstelle dafür sorgt , „ dass die Proteste … der Antifa … auch im Bundestag gehört werden “","['O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]"
"Liebe Kolleginnen und Kollegen von der Linken , ich frage Sie : Warum gibt man einer Organisation Gehör , die unsere Polizisten verletzt , Autos anzündet , Politiker bedroht und öffentlich die Sicherheit unseres Landes gefährdet","['B', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O']","[0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Seit Jahren wird die Antifa vom Verfassungsschutz beobachtet , und das zu Recht","['O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Heiligendamm , die EZB-Eröffnung und der G-20-Gipfel in Hamburg haben gezeigt , wozu die Antifa mit all ihren Untergruppierungen fähig ist","['B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]"
Das ist ganz klar abzulehnen und auch verfassungsfeindlich,"['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
"Dennoch hält das die amtierende Vorsitzende der Linkspartei – ich sehe sie gerade nicht – , Frau Kipping , nicht davon ab , im Nachgang des G-8-Gipfels folgende Äußerung zu machen : Die Gipfelproteste haben bei mir zu einem großen Vorrat an Zuversicht geführt","['O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'O']","[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Das macht mutiger und radikaler … Meine Damen und Herren , bei den Protesten bei dem Gipfel in Heiligendamm wurden über 1 000 Menschen verletzt , darunter 430 Polizisten , 30 Polizeibeamte davon schwer","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
"Was ist das für ein Demokratieverständnis , meine lieben Damen und Herren von der Linkspartei","['B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]"
Sie haben der Antifa ein verlässliches Sprachrohr hier im Herzen unserer Demokratie geschaffen,"['B', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'B', 'B', 'I', 'O']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
– Doch,"['O', 'O']","[0, 0]"
Warten Sie,"['O', 'B']","[0, 0]"
"Herr Kollege , erlauben Sie eine Zwischenfrage aus der AfD-Fraktion","['O', 'B', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 1]"
"Ja , selbstverständlich","['O', 'O', 'O']","[0, 0, 0]"
"Vielen Dank , Herr Kollege , für die Möglichkeit dieser Zwischenfrage","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'B', 'I']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
"– Wir beobachten ja in der letzten Zeit diverse Demonstrationen der Initiative # Unteilbar , teilweise angemeldet von Anwälten der Roten Hilfe – vom Verfassungsschutz beobachtet – , organisiert von den deutschlandfeindlichen , linksextremistischen und verfassungsfeindlichen Gruppierungen der Antifa oder auch von der Interventionistischen Linken","['O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1]"
"In Dresden sind bei einer solchen Demonstration Herr Olaf Scholz , der Vizekanzler , wie auch Herr Ralf Stegner und andere maßgebliche Persönlichkeiten der Linken , Roten und Grünen dabei gewesen","['O', 'B', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]"
"Ich würde Sie gern fragen , wie Sie das beurteilen , dass Ihr Koalitionspartner mit wesentlichen Persönlichkeiten hier bei einer solchen Veranstaltung mitläuft","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Das würde doch viele Menschen in diesem Land interessieren,"['B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0, 1, 1, 0, 0, 0, 0]"
Danke schön,"['O', 'O']","[0, 0]"
Vielen Dank für die Zwischenfrage,"['O', 'O', 'O', 'B', 'I']","[0, 0, 0, 0, 0]"
"– Die Antwort ist ganz klar – es ist übrigens dieselbe , die die CDU seit ihrer Gründung immer wiederholt – : Wir arbeiten mit keinen Extremisten , weder links noch rechts , zusammen , und wir verurteilen jeden , der sich davon nicht distanziert","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Das ist eine ganz klare Aussage,"['B', 'O', 'B', 'I', 'I', 'I']","[0, 0, 0, 0, 0, 0]"
"Aber damit Sie nicht denken , das sei hier eine einseitige Schelte der Linkspartei : Wir haben nicht nur ein Problem mit der Antifa hier im Deutschen Bundestag , sondern wir haben auch ein Problem mit den Neurechten der Identitären Bewegung und der sogenannten rechtsextremistischen Szene","['O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
"Denn Sie , liebe AfD , geben auch diesen ein Sprachrohr","['O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'I']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Sie sagen in Ihrem Antrag , dass Sie weder mit den Rechten noch mit den Linken zusammenarbeiten und dass Sie gerne möchten , dass alle Arten von Extremismus verurteilt werden","['B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Leider ist es so : Seit Ihrem Einzug hier in den Deutschen Bundestag haben Sie nicht einen einzigen Antrag gestellt , der da lautet : „ Rechtsextremismus bekämpfen “ oder „ Die Identitäre Bewegung bekämpfen “","['O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
Das haben Sie nicht getan,"['B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0]"
Und das lässt mich an Ihrer wirklichen Intention zweifeln,"['O', 'B', 'O', 'B', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Wenn dem also so ist , dass es Ihnen hier nur darum geht , einseitig auf ein Problem hinzuweisen , dann muss man sich die Frage stellen : Welchen Sinn macht Ihre Debatte heute","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Ich könnte mir vorstellen , dass es vielleicht um die Landtagswahl in Thüringen geht","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mag sein,"['O', 'O']","[0, 0]"
"Aber dann muss ich Sie enttäuschen ; denn wer sich wirklich von Extremismus abgrenzen will , der verurteilt sowohl die Rechten als auch die Linken , und das nicht nur mit Worten , sondern auch mit Taten","['O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Und das macht aktuell nur die CDU , meine Damen und Herren","['O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B']","[0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1]"
Ich komme zum Schluss,"['B', 'O', 'O', 'B']","[1, 0, 0, 0]"
In Thüringen regiert momentan Die Linke in einer rot-rot-grünen Regierung,"['O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I']","[0, 0, 0, 0, 1, 1, 0, 1, 1, 1]"
Somit sitzen dort die Sympathisanten der Antifa in der Regierung,"['O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I']","[0, 0, 0, 1, 1, 1, 1, 0, 1, 1]"
Ich bin der festen Überzeugung : Das muss sich am 27. Oktober ändern,"['B', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dafür drücke ich Mike Mohring mit seiner Thüringer CDU fest die Daumen und wünsche ihm alles Gute,"['O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'I']","[0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Herzlichen Dank,"['B', 'I']","[0, 0]"
"Vielen Dank , Herr Kollege","['O', 'O', 'O', 'B', 'I']","[0, 0, 0, 1, 1]"
"– Unter Hinweis auf Ihr Alleinstellungsmerkmal gebe ich jetzt das Wort der Kollegin Linda Teuteberg , FDP-Fraktion","['O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1]"
Sehr geehrter Herr Präsident,"['B', 'I', 'I', 'I']","[1, 1, 1, 1]"
Werte Kolleginnen und Kollegen,"['B', 'O', 'O', 'B']","[0, 0, 0, 1]"
Ich möchte mit einem Beispiel aus der realen Welt beginnen,"['B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Sie erinnern sich sicherlich alle noch an die Pegida-Galgen , die Angela Merkel und Sigmar Gabriel galten und die man später sogar noch als Miniaturausgabe über das Internet erwerben konnte","['B', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Cem Özdemir – gerade war er noch da – hat damals gesagt : Der Galgen grenzt an „ Aufruf zu Mord “,"['B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Und er brachte , glaube ich , damit das Grundgefühl aller Demokraten zum Ausdruck : Das kann doch nicht legal sein , das kann doch nicht in Ordnung sein","['O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
– Zwei Staatsanwaltschaften haben den Fall geprüft,"['O', 'B', 'I', 'O', 'B', 'I', 'O']","[0, 1, 1, 0, 0, 0, 0]"
"Beide Ermittlungsverfahren sind eingestellt worden , weil kein Straftatbestand verwirklicht war","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Alle Kritik im öffentlichen Bereich , im politischen Bereich , von Frau Künast bzw. auch von Ministerpräsident Kretschmann hat da nicht gewirkt","['B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
Es ist die heute geltende Rechtslage,"['B', 'O', 'B', 'I', 'I', 'I']","[0, 0, 0, 0, 0, 0]"
So etwas passiert nicht nur in Versammlungen ; im Internet geht es erst richtig ab,"['B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Da sollen Menschen , die einem nicht passen oder die scheinbar falsche Meinung haben , verprügelt , aufgeknüpft und an die Wand gestellt werden","['O', 'O', 'B', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Das ist Alltag – und beileibe nicht nur bei Politikern,"['B', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
