Sentence,Tagged_Sentence,BIO_tags,Animated_NP,Animated_Prob_NP,Animated_Token,Animated_Prob_Token
"Zur Vermeidung von Geschäftsleerstand wird es städtische Mietzuschüsse bei lokaler , kultureller oder kreativer Zwischennutzung geben , es wird die Nutzung von Außenflächen für Gastro und Verkauf erleichtert , und auch die Gebühren fallen weg .","Zur [START] Vermeidung [END] von [START] Geschäftsleerstand [END] wird es [START] städtische Mietzuschüsse [END] bei [START] lokaler , kultureller oder kreativer Zwischennutzung [END] geben , es wird [START] die Nutzung [END] von [START] Außenflächen [END] für [START] Gastro [END] und [START] Verkauf [END] erleichtert , und [START] auch die Gebühren [END] fallen weg .","['O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das ist schon eine große Hilfestellung .,[START] Das [END] ist schon [START] eine große Hilfestellung [END] .,"['B', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0]",
"Vor Kurzem ist ein Programm „ Hamburger Digitalbonus “ gestartet worden , mit dem kleinere Unternehmen beim Ausbau ihrer digitalen Angebote finanziell unterstützt werden ; das sind nur einige Beispiele an Maßnahmen .","Vor Kurzem ist [START] ein Programm „ Hamburger Digitalbonus [END] “ gestartet worden , mit [START] dem [END] [START] kleinere Unternehmen [END] beim [START] Ausbau [END] [START] ihrer digitalen Angebote [END] finanziell unterstützt werden ; [START] das [END] sind [START] nur einige Beispiele [END] an [START] Maßnahmen [END] .","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Durch sie wird schnelle Hilfe geleistet und Perspektiven geschaffen .,Durch [START] sie [END] wird [START] schnelle Hilfe [END] geleistet und [START] Perspektiven [END] geschaffen .,"['O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Aber dazu gehört noch mehr – es wurden eben schon ein paar Punkte genannt – : Natürlich brauchen wir auch eine attraktive Platzgestaltung , Barrierefreiheit , gute Erreichbarkeit , vor allem mit ÖPNV , oder auch ein eigenes Quartiersmanagement .","Aber dazu gehört noch mehr – [START] es [END] wurden eben schon [START] ein paar Punkte [END] genannt – : Natürlich brauchen [START] wir [END] auch [START] eine attraktive Platzgestaltung [END] , [START] Barrierefreiheit [END] , [START] gute Erreichbarkeit [END] , vor [START] allem [END] mit [START] ÖPNV [END] , oder [START] auch ein eigenes Quartiersmanagement [END] .","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Kurzum : Es gibt weiterhin sehr viel zu tun .,Kurzum : Es gibt weiterhin [START] sehr viel [END] zu tun .,"['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir alle – ich glaube , da sind wir uns einig – wollen lebendige Städte , Marktplätze und Quartiere .","[START] Wir [END] [START] alle [END] – [START] ich [END] glaube , da sind [START] wir [END] [START] uns [END] einig – wollen [START] lebendige Städte [END] , [START] Marktplätze [END] und [START] Quartiere [END] .","['B', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir wollen , dass sie Treffpunkte bleiben .","[START] Wir [END] wollen , dass [START] sie [END] [START] Treffpunkte [END] bleiben .","['B', 'O', 'O', 'O', 'B', 'B', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0]",
"Deswegen sind alle gemeinsam gefordert , anzupacken und nicht gegeneinander zu arbeiten : Bund , Länder , Kommunen , Immobilienbesitzer , Akteure vor Ort und auch die Zivilgesellschaft .","Deswegen sind [START] alle [END] gemeinsam gefordert , anzupacken und nicht gegeneinander zu arbeiten : [START] Bund [END] , [START] Länder [END] , [START] Kommunen [END] , [START] Immobilienbesitzer [END] , [START] Akteure [END] vor [START] Ort [END] und [START] auch die Zivilgesellschaft [END] .","['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir als SPD – das sagte mein Kollege schon – wollen konkrete , schnell umsetzbare Hilfe und Unterstützung im Nachtragshaushalt des Bundestages verankern .","Wir als [START] SPD [END] – das sagte [START] mein Kollege [END] schon – wollen [START] konkrete , schnell umsetzbare Hilfe [END] und [START] Unterstützung [END] im [START] Nachtragshaushalt [END] [START] des Bundestages [END] verankern .","['O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das ist ein ganz wichtiger Punkt für uns .,[START] Das [END] ist [START] ein ganz wichtiger Punkt [END] für [START] uns [END] .,"['B', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ein Appell zum Schluss : Die Zukunft unserer Städte wird nicht allein von uns in der Politik , von den Händlern oder von den Immobilienbesitzern entschieden .","[START] Ein Appell [END] zum [START] Schluss [END] : [START] Die Zukunft [END] [START] unserer Städte [END] wird nicht allein von [START] uns [END] in [START] der Politik [END] , von [START] den Händlern [END] oder von [START] den Immobilienbesitzern [END] entschieden .","['B', 'I', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Sie wird auch ganz klar von den Bürgerinnen und Bürgern entschieden ; denn jeder und jede kann mit dem eigenen Einkaufsverhalten dazu beitragen , dass es auch in Zukunft lebendige Quartiere gibt .","[START] Sie [END] wird auch ganz klar von [START] den Bürgerinnen [END] und [START] Bürgern [END] entschieden ; [START] denn jeder [END] und [START] jede [END] kann mit [START] dem eigenen Einkaufsverhalten [END] dazu beitragen , dass es auch in [START] Zukunft [END] [START] lebendige Quartiere [END] gibt .","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Frau Kollegin .,[START] Frau Kollegin [END] .,"['B', 'I', 'O']",[0],,"[0, 0, 0]",
Buy local – das gilt mehr denn je .,[START] Buy local – das [END] gilt mehr denn je .,"['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",
Vielen Dank .,Vielen Dank .,"['O', 'O', 'O']",[],,"[0, 0, 0]",
"Vielen Dank , Frau Kollegin Martin .","Vielen Dank , Frau [START] Kollegin Martin [END] .","['O', 'O', 'O', 'O', 'B', 'I', 'O']",[0],,"[0, 0, 0, 0, 0, 0, 0]",
"– Als letztem Redner zu diesem Tagesordnungspunkt erteile ich dem Kollegen Eckhard Pols , CDU / CSU-Fraktion , das Wort .","– Als [START] letztem Redner [END] zu [START] diesem Tagesordnungspunkt [END] erteile [START] ich [END] [START] dem Kollegen Eckhard Pols , CDU / [END] [START] CSU-Fraktion [END] , [START] das Wort [END] .","['O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Herr Präsident !,[START] Herr Präsident [END] !,"['B', 'I', 'O']",[0],,"[0, 0, 0]",
Liebe Kolleginnen und Kollegen !,[START] Liebe [END] Kolleginnen und [START] Kollegen [END] !,"['B', 'O', 'O', 'B', 'O']","[0, 0]",,"[0, 0, 0, 0, 0]",
Meine sehr geehrten Damen und Herren !,[START] Meine sehr geehrten Damen [END] und [START] Herren [END] !,"['B', 'I', 'I', 'I', 'O', 'B', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0]",
"Die Haushalte 2020 und 2021 sind in jeglicher Hinsicht wirklich außergewöhnlich , sowohl was die Dimension als auch was die Struktur anbelangt .","[START] Die Haushalte [END] 2020 und 2021 sind in [START] jeglicher Hinsicht [END] wirklich außergewöhnlich , [START] sowohl was [END] [START] die Dimension [END] als [START] auch was [END] [START] die Struktur [END] anbelangt .","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Corona hat nicht nur Deutschland , sondern die ganze Welt im Griff .","[START] Corona [END] hat [START] nicht nur Deutschland [END] , sondern [START] die ganze Welt [END] im [START] Griff [END] .","['B', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das gilt nicht nur für Gesundheitsfragen und die vielfältigen gesellschaftspolitischen und gesellschaftlichen Auswirkungen , sondern insbesondere auch – und deshalb debattieren wir heute darüber – für Wirtschaft , Finanzen und Haushalt .","[START] Das [END] gilt nicht nur für [START] Gesundheitsfragen [END] und [START] die vielfältigen gesellschaftspolitischen und gesellschaftlichen Auswirkungen [END] , sondern insbesondere auch – und deshalb debattieren [START] wir [END] heute darüber – für [START] Wirtschaft [END] , [START] Finanzen [END] und [START] Haushalt [END] .","['B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Die Dimension : 1 0 Milliarden Euro in den Jahren 2020 und 2021 , mehr als jemals in der Geschichte der Bundesrepublik ausgegeben wurde .","[START] Die Dimension [END] : [START] 1 0 Milliarden Euro [END] in [START] den Jahren [END] 2020 und 2021 , [START] mehr [END] als jemals in [START] der Geschichte [END] [START] der Bundesrepublik [END] ausgegeben wurde .","['B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Davon basieren 400 Milliarden Euro auf Verschuldung – 400 Milliarden Euro !,[START] Davon basieren 400 Milliarden Euro [END] auf [START] Verschuldung [END] – [START] 400 Milliarden Euro [END] !,"['B', 'I', 'I', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"– , also 40 Prozent .","– , [START] also 40 Prozent [END] .","['O', 'O', 'B', 'I', 'I', 'O']",[0],,"[0, 0, 0, 0, 0, 0]",
"Ich glaube , das macht die Dimension und die Herausforderung deutlich , vor der wir stehen .","[START] Ich [END] glaube , [START] das [END] macht [START] die Dimension [END] und [START] die Herausforderung [END] deutlich , vor [START] der [END] [START] wir [END] stehen .","['B', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Aus meiner Sicht bedarf es kurz- , mittel- und langfristiger Antworten und Reaktionen .","Aus [START] meiner Sicht [END] bedarf es [START] kurz- , mittel- und langfristiger Antworten [END] und Reaktionen .","['O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Kurzfristig – darüber wurde und wird auch heute hier heftig debattiert – gibt es die verschiedenen Coronahilfen für Unternehmen .,Kurzfristig – darüber wurde und wird auch heute hier heftig debattiert – gibt es [START] die verschiedenen Coronahilfen [END] für [START] Unternehmen [END] .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wenn man der Debatte folgt , dann könnte man den Eindruck haben , als wäre da bisher nichts passiert , als wäre nichts auf die Piste gekommen ; das Gegenteil ist der Fall , Peter Altmaier .","Wenn [START] man [END] [START] der Debatte [END] folgt , dann könnte [START] man [END] [START] den Eindruck [END] haben , als wäre da bisher [START] nichts [END] passiert , als wäre [START] nichts [END] auf [START] die Piste [END] gekommen ; [START] das Gegenteil [END] ist [START] der Fall [END] , [START] Peter Altmaier [END] .","['O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"71 Milliarden Euro an Coronahilfen sind bis zum 1 Dezember gezahlt worden : Soforthilfen für die Unternehmen im Frühjahr , Mittel aus der Überbrückungshilfe I oder Bürgschaften und Mittel aus dem Wirtschaftsstabilisierungsfonds .","[START] 71 Milliarden Euro [END] an [START] Coronahilfen [END] sind bis zum [START] 1 Dezember [END] gezahlt worden : [START] Soforthilfen [END] für [START] die Unternehmen [END] im [START] Frühjahr [END] , [START] Mittel [END] aus [START] der Überbrückungshilfe [END] I oder [START] Bürgschaften [END] und [START] Mittel [END] aus [START] dem Wirtschaftsstabilisierungsfonds [END] .","['B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Allein über 45 Milliarden Euro sind durch die KfW-Sonderprogramme direkt an Unternehmen geflossen , die durch die Krise unverschuldet in Not geraten sind , und das , obwohl ihr Geschäftsmodell eigentlich erfolgreich war und ist , aber quasi durch Berufsverbote und die Einschränkungen im Gesundheits- und Gesellschaftsbereich schlicht nicht aufrechterhalten werden kann , zum Beispiel im Messebau , bei Schaustellern und vielen anderen .","[START] Allein über 45 Milliarden Euro [END] sind durch [START] die KfW-Sonderprogramme [END] direkt an [START] Unternehmen [END] geflossen , [START] die [END] durch [START] die Krise [END] unverschuldet in [START] Not [END] geraten sind , und [START] das [END] , obwohl [START] ihr Geschäftsmodell [END] eigentlich erfolgreich war und ist , aber quasi durch [START] Berufsverbote [END] und [START] die Einschränkungen [END] im [START] Gesundheits- und Gesellschaftsbereich [END] schlicht nicht aufrechterhalten werden kann , zum [START] Beispiel [END] im [START] Messebau [END] , bei [START] Schaustellern [END] und [START] vielen anderen [END] .","['B', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir haben ausdifferenziert und differenzieren weiter aus , um den Unternehmen zu helfen , um ihnen eine Brücke zu bauen , damit sie nach der Pandemie – und wir hoffen in der Tat , Carsten Linnemann , dass es nächstes Jahr durch Impfstoffe , Medikamente und Tests spätestens nach dem ersten Halbjahr besser wird – wieder anknüpfen können und die Brücke die andere Seite erreicht .","[START] Wir [END] haben ausdifferenziert und differenzieren weiter aus , um [START] den Unternehmen [END] zu helfen , um [START] ihnen [END] [START] eine Brücke [END] zu bauen , damit [START] sie [END] nach [START] der Pandemie [END] – und [START] wir [END] hoffen in [START] der Tat [END] , [START] Carsten Linnemann [END] , dass [START] es [END] [START] nächstes Jahr [END] durch [START] Impfstoffe [END] , [START] Medikamente [END] und [START] Tests [END] spätestens nach [START] dem ersten Halbjahr [END] besser wird – wieder anknüpfen können und [START] die Brücke [END] [START] die andere Seite [END] erreicht .","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Dass wir hier richtig liegen , testieren wir uns nicht nur selber , sondern das testiert uns ganz aktuell auch die OECD , die sagt , dass Deutschland mit seinem Instrumentarium , mit seinem Ansatz absolut richtig handelt und im Vergleich zu allen anderen Ländern mit am besten durch die Krise kommt .","Dass [START] wir [END] hier richtig liegen , testieren [START] wir [END] [START] uns [END] nicht nur selber , sondern [START] das [END] testiert [START] uns [END] ganz aktuell [START] auch die OECD [END] , [START] die [END] sagt , dass [START] Deutschland [END] mit [START] seinem Instrumentarium [END] , mit [START] seinem Ansatz [END] absolut richtig handelt und im [START] Vergleich [END] zu [START] allen anderen Ländern [END] mit am besten durch [START] die Krise [END] kommt .","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Mittelfristig ist natürlich in der Tat einiges zu tun .,Mittelfristig ist natürlich in [START] der Tat [END] [START] einiges [END] zu tun .,"['O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Da will ich schon sagen : Das Belastungsmoratorium , auf das sich der Koalitionsausschuss verständigt hat , ist einzuhalten .","Da will [START] ich [END] schon sagen : [START] Das Belastungsmoratorium [END] , auf [START] das [END] [START] sich [END] [START] der Koalitionsausschuss [END] verständigt hat , ist einzuhalten .","['O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ihnen , Frau Hajduk , muss ich widersprechen : Ein Lieferkettengesetz , das wir allein national beschließen , das hilft uns , glaube ich , nicht .","[START] Ihnen [END] , [START] Frau Hajduk [END] , muss [START] ich [END] widersprechen : [START] Ein Lieferkettengesetz [END] , [START] das [END] [START] wir [END] allein national beschließen , [START] das [END] hilft [START] uns [END] , glaube [START] ich [END] , nicht .","['B', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das wäre zu kurz gesprungen .,[START] Das [END] wäre zu kurz gesprungen .,"['B', 'O', 'O', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0]",
"Natürlich macht es Sinn , sich positiv zu differenzieren .","Natürlich macht [START] es [END] [START] Sinn [END] , [START] sich [END] positiv zu differenzieren .","['O', 'O', 'B', 'B', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Aber ich möchte darauf verweisen , welche Erfahrungen andere mit einem solchen Vorgehen gemacht haben : Die Amerikaner beispielsweise haben den sogenannten Dodd-Frank Act erlassen , bei dem es unter anderem darum ging , dass Unternehmen die Herkunft der verwendeten Metalle nachweisen sollten , um sicherzustellen , dass sie nicht aus Krisenregionen in Afrika stammen .","Aber [START] ich [END] möchte darauf verweisen , [START] welche Erfahrungen [END] [START] andere [END] mit [START] einem solchen Vorgehen [END] gemacht haben : [START] Die Amerikaner [END] beispielsweise haben [START] den sogenannten Dodd-Frank Act [END] erlassen , bei [START] dem [END] es unter [START] anderem [END] darum ging , dass [START] Unternehmen [END] [START] die Herkunft [END] [START] der verwendeten Metalle [END] nachweisen sollten , um sicherzustellen , dass [START] sie [END] nicht aus [START] Krisenregionen [END] in [START] Afrika [END] stammen .","['O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Davon sind sie relativ schnell wieder abgekommen .,Davon sind [START] sie [END] relativ schnell wieder abgekommen .,"['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0, 0, 0]",
