Sentence,Tagged_Sentence,BIO_tags,Animated_NP,Animated_Prob_NP,Animated_Token,Animated_Prob_Token
Das ist der Unterschied : Sie gilt für jedes Kind und nicht nur für 1 0 oder für 1 0 plus 97 Für jedes einzelne Kind gilt die Kinderrechtskonvention .,[START] Das [END] ist [START] der Unterschied [END] : [START] Sie [END] gilt für [START] jedes Kind [END] und nicht nur für 1 0 oder für 1 0 plus 97 Für [START] jedes einzelne Kind [END] gilt [START] die Kinderrechtskonvention [END] .,"['B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0, 1, 1, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",
"Liebe Frau Kotting-Uhl , Sie haben heute hier und im Ausschuss etwas richtiger gemacht als in Ihrem Antrag .","[START] Liebe [END] Frau [START] Kotting-Uhl [END] , [START] Sie [END] haben heute hier und im [START] Ausschuss [END] etwas richtiger gemacht als in [START] Ihrem Antrag [END] .","['B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 1, 0, 1, 0]",,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
"Statt Karl-Eduard von Schnitzler und dem „ Neuen Deutschland “ haben wir heute Slomka , Restle , Kleber und Relotius .","Statt [START] Karl-Eduard [END] von [START] Schnitzler [END] und [START] dem „ Neuen Deutschland [END] “ haben [START] wir [END] heute [START] Slomka [END] , [START] Restle [END] , [START] Kleber [END] und [START] Relotius [END] .","['O', 'B', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'O']","[1, 1, 0, 1, 1, 1, 1, 1]",,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",
Ich lasse keine Frage zu .,[START] Ich [END] lasse [START] keine Frage [END] zu .,"['B', 'O', 'B', 'I', 'O', 'O']","[1, 0]",,"[1, 0, 0, 0, 0, 0]",
"Vielen Dank , Herr Kollege Janecek .","Vielen Dank , [START] Herr Kollege [END] [START] Janecek [END] .","['O', 'O', 'O', 'B', 'I', 'B', 'O']","[1, 1]",,"[0, 0, 0, 1, 1, 1, 0]",
"Herr Scheuer , auch für den , der keine Leitungen will , habe ich eine Lösung ; Sie können sie Ihren Kollegen im Kabinett gerne mitgeben : Wer in Süddeutschland keine neuen Leitungen haben will , der muss einfach die Windenergie ausbauen .","Herr [START] Scheuer [END] , auch für [START] den [END] , [START] der [END] [START] keine Leitungen [END] will , habe [START] ich [END] [START] eine Lösung [END] ; [START] Sie [END] können [START] sie [END] [START] Ihren Kollegen [END] im [START] Kabinett [END] gerne mitgeben : [START] Wer [END] in [START] Süddeutschland [END] [START] keine neuen Leitungen [END] haben will [START] , der [END] muss einfach [START] die Windenergie [END] ausbauen .","['O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Es gibt unzählige Beispiele .,Es gibt [START] unzählige Beispiele [END] .,"['O', 'O', 'B', 'I', 'O']",[0],,"[0, 0, 0, 0, 0]",
"Heute Morgen hätten Sie vor dem Bundestag sehen können , dass dort eine Reihe von Demonstrantinnen und Demonstranten standen , mit denen unter anderem ich geredet habe .","Heute Morgen hätten [START] Sie [END] vor [START] dem Bundestag [END] sehen können , dass dort [START] eine Reihe [END] von [START] Demonstrantinnen [END] und [START] Demonstranten [END] standen , mit [START] denen [END] unter [START] anderem [END] ich geredet habe .","['O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 1, 0, 1, 1, 0, 0]",,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir unterstützen den Sondergesandten der Vereinten Nationen Pedersen politisch , finanziell und logistisch , weil wir davon überzeugt sind , dass seine Vorschläge und sein Weg , den er auch jetzt noch einmal beschrieben hat , der richtige ist .","[START] Wir [END] unterstützen [START] den Sondergesandten [END] [START] der Vereinten Nationen Pedersen [END] politisch , finanziell und logistisch , weil [START] wir [END] davon überzeugt sind , dass [START] seine Vorschläge [END] und [START] sein Weg [END] , [START] den [END] [START] er [END] auch jetzt noch einmal beschrieben hat , [START] der [END] richtige ist .","['B', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']","[1, 1, 1, 1, 0, 0, 0, 0, 0]",,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Von Gewerkschaften , progressiven Ökonomen , Sozialverbänden und der Linken wurde sie heftig kritisiert : wirtschaftspolitisch kontraproduktiv , ein Hindernis für notwendige Zukunftsinvestitionen und eine Bedrohung des Sozialstaats .","Von [START] Gewerkschaften [END] , [START] progressiven Ökonomen [END] , [START] Sozialverbänden [END] und [START] der Linken [END] wurde [START] sie [END] heftig kritisiert : wirtschaftspolitisch kontraproduktiv , [START] ein Hindernis [END] für [START] notwendige Zukunftsinvestitionen [END] und [START] eine Bedrohung [END] [START] des Sozialstaats [END] .","['O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O']","[1, 1, 1, 1, 0, 0, 0, 0, 1]",,"[0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",
Die AfD verachtet den Parlamentarismus ; dafür gibt es diverse Belege .,[START] Die AfD [END] verachtet [START] den Parlamentarismus [END] ; dafür gibt es [START] diverse Belege [END] .,"['B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O']","[1, 0, 0]",,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das ist so was von geschmacklos und menschenverachtend , meine Damen und Herren !","[START] Das [END] ist so [START] was [END] von geschmacklos und menschenverachtend , [START] meine Damen [END] und [START] Herren [END] !","['B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O']","[0, 0, 1, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",
"Das muss auch für andere große Vorhaben der Maßstab sein , zum Beispiel beim Zulauf des Brennerbasistunnels bei Rosenheim in Oberbayern .","[START] Das [END] muss auch für [START] andere große Vorhaben [END] [START] der Maßstab [END] sein , zum [START] Beispiel [END] beim [START] Zulauf [END] [START] des Brennerbasistunnels [END] bei [START] Rosenheim [END] in [START] Oberbayern [END] .","['B', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Diese beiden Jungs sind mit ihrer älteren Schwester hierhergekommen .,[START] Diese beiden Jungs [END] sind mit [START] ihrer älteren Schwester [END] hierhergekommen .,"['B', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O']","[1, 1]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",
Hier in Berlin treibt man es dann noch auf die Spitze .,Hier in [START] Berlin [END] treibt [START] man [END] [START] es [END] dann noch auf [START] die Spitze [END] .,"['O', 'O', 'B', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich nehme an , auch Sie haben Kinder , für die Sie Verantwortung haben , liebe Kolleginnen und Kollegen von der AfD. Stellen wir uns einmal vor , eines Ihrer Kinder würde irgendwo im Kriegsgebiet warten und Sie könnten es nicht nachholen .","[START] Ich [END] nehme an , [START] auch Sie [END] haben [START] Kinder [END] , für [START] die [END] [START] Sie [END] [START] Verantwortung [END] haben , [START] liebe Kolleginnen [END] und [START] Kollegen [END] von [START] der AfD. [END] [START] Stellen [END] [START] wir [END] [START] uns [END] einmal vor , [START] eines [END] [START] Ihrer Kinder [END] würde irgendwo im [START] Kriegsgebiet [END] warten und [START] Sie [END] könnten [START] es [END] nicht nachholen .","['B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'B', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'B', 'B', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O']","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Alles spricht dafür , dass Büroarbeiten von zu Hause – auf neudeutsch : im Homeoffice – für sehr viele zur Dauerlösung werden .","[START] Alles [END] spricht dafür , dass [START] Büroarbeiten [END] von zu [START] Hause [END] – auf neudeutsch [START] : im Homeoffice [END] – für [START] sehr viele [END] zur [START] Dauerlösung [END] werden .","['B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Herr Bundesminister , gestatten Sie eine Frage oder Bemerkung der Abgeordneten Hänsel ?","Herr [START] Bundesminister [END] , gestatten [START] Sie [END] [START] eine Frage [END] oder [START] Bemerkung [END] [START] der Abgeordneten Hänsel [END] ?","['O', 'B', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'B', 'I', 'I', 'O']","[1, 0, 0, 0, 1]",,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",
Ganz ehrlich : Auch andere Nationen haben kluge Menschen .,Ganz ehrlich : [START] Auch andere Nationen [END] haben [START] kluge Menschen [END] .,"['O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O']","[1, 1]",,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",
Sie bezeichnen sich ja auch mit dem Kollektivbegriff „ demokratische Parteien “ .,[START] Sie [END] bezeichnen [START] sich [END] ja auch mit [START] dem Kollektivbegriff „ demokratische Parteien [END] “ .,"['B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O']","[0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",
"Die erforderlichen Unterschriften kamen letztlich nur dadurch zustande , dass es durch die Hunderten Filialen der Sparkassen im Land ausreichend Anlaufpunkte für die Bürgerinnen und Bürger gab , um ihre Unterschriften für die Durchführung eines Volksentscheides zu leisten .","[START] Die erforderlichen Unterschriften [END] kamen letztlich nur dadurch zustande , dass es durch [START] die Hunderten [END] [START] Filialen [END] [START] der Sparkassen [END] im [START] Land [END] [START] ausreichend Anlaufpunkte [END] für [START] die Bürgerinnen [END] und [START] Bürger [END] gab , um [START] ihre Unterschriften [END] für [START] die Durchführung [END] [START] eines Volksentscheides [END] zu leisten .","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das haben Sie richtig verstanden .,[START] Das [END] haben [START] Sie [END] richtig verstanden .,"['B', 'O', 'B', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0]",
Die Bürgerinnen und Bürger werden nur formal beteiligt und nicht mitgenommen .,[START] Die Bürgerinnen [END] und [START] Bürger [END] werden nur formal beteiligt und nicht mitgenommen .,"['B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1]",,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
"Dass es überhaupt diesen Verfassungskonvent gibt und dass es eine Einigung auf eine Liste von Namen gibt , über die mehrere Monate gestritten worden ist , ist dennoch ein Erfolg .","Dass es überhaupt [START] diesen Verfassungskonvent [END] gibt und dass es [START] eine Einigung [END] auf [START] eine Liste [END] von [START] Namen [END] gibt , über die [START] mehrere Monate [END] gestritten worden ist , ist dennoch [START] ein Erfolg [END] .","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Rechtens war dort , was der Durchsetzung des Sozialismus diente .","Rechtens war dort , [START] was [END] [START] der Durchsetzung [END] [START] des Sozialismus [END] diente .","['O', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich glaube – das wurde vorhin angedeutet – , es war nicht klug , den Status der Huthis als Terrororganisation so schnell zu beenden .","[START] Ich [END] glaube – [START] das [END] wurde vorhin angedeutet – , [START] es [END] war nicht klug , [START] den Status [END] [START] der Huthis [END] als [START] Terrororganisation [END] so schnell zu beenden .","['B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[1, 0, 0, 0, 1, 1]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",
"Liebe Union und liebe SPD , ich verstehe es einfach nicht .","[START] Liebe [END] Union und [START] liebe SPD [END] , [START] ich [END] verstehe [START] es [END] einfach nicht .","['B', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O']","[0, 1, 1, 0]",,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",
"Lieber Herr de Maizière , Sie sagten hier am Anfang , wir sollten doch einmal darüber nachdenken , dass es ein bisschen Barmherzigkeit geben soll .","[START] Lieber Herr de Maizière [END] , [START] Sie [END] sagten hier am [START] Anfang [END] , [START] wir [END] sollten doch einmal darüber nachdenken , dass es [START] ein bisschen Barmherzigkeit [END] geben soll .","['B', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O']","[1, 0, 0, 1, 0]",,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Die Verhältnisse sind sehr klar : 93 davon wurden von Rechtsextremen begangen , 18 von Linksextremen .","[START] Die Verhältnisse [END] sind sehr klar : 93 davon wurden von [START] Rechtsextremen [END] begangen , 18 von [START] Linksextremen [END] .","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O']","[0, 1, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",
Frau Präsidentin !,[START] Frau Präsidentin [END] !,"['B', 'I', 'O']",[1],,"[1, 1, 0]",
Hier müssen wir eine Innovationsinitiative schaffen .,Hier müssen [START] wir [END] [START] eine Innovationsinitiative [END] schaffen .,"['O', 'O', 'B', 'B', 'I', 'O', 'O']","[1, 0]",,"[0, 0, 1, 0, 0, 0, 0]",
"Ein weiterer Aspekt , der von Ihnen gerne einfach ausgeblendet wird : Die Deutschen erarbeiten zwar den meisten Wohlstand für Europa , sind aber nach Angaben der Europäischen Zentralbank die Ärmsten im Euro-Raum .","[START] Ein weiterer Aspekt [END] , [START] der [END] von [START] Ihnen [END] gerne einfach ausgeblendet wird : [START] Die Deutschen [END] erarbeiten zwar [START] den meisten Wohlstand [END] für [START] Europa [END] , sind aber nach [START] Angaben [END] [START] der Europäischen Zentralbank [END] [START] die Ärmsten [END] im [START] Euro-Raum [END] .","['B', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'O']","[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",
Lassen Sie uns frei und fair den Streit der Meinungen austragen .,Lassen [START] Sie [END] [START] uns [END] frei und fair [START] den Streit [END] [START] der Meinungen [END] austragen .,"['O', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Gerade junge Menschen schätzen vielleicht die möglichen Folgeschäden etwas anders ein .,[START] Gerade junge Menschen [END] schätzen vielleicht [START] die möglichen Folgeschäden [END] etwas anders ein .,"['B', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O']","[1, 0]",,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Eigentlich müsste also ein Überangebot an Wohnungen da sein .,Eigentlich müsste also [START] ein Überangebot [END] an [START] Wohnungen [END] da sein .,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Weil die AfD und ihr Umfeld diese Gesellschaft spalten und weil Sie Hass schüren .,Weil [START] die AfD [END] und [START] ihr Umfeld [END] [START] diese Gesellschaft [END] spalten und weil [START] Sie [END] [START] Hass [END] schüren .,"['O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'O', 'O']","[1, 0, 1, 0, 0]",,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",
Die beiden Anträge der Linken sind vom gleichen Geist durchweht .,[START] Die beiden Anträge [END] [START] der Linken [END] sind vom [START] gleichen Geist [END] durchweht .,"['B', 'I', 'I', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 1, 0]",,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",
